nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,pmid
NCT03630471,,2018-08-06,,,2019-05-17,2018-08-09,2018-08-14,Actual,,,,,,,2019-05-17,2019-05-21,Actual,"August 20, 2018",Actual,2018-08-20,January 2019,2019-01-31,"February 28, 2019",Actual,2019-02-28,"January 20, 2019",Actual,2019-01-20,,Interventional,PRIDE,,Effectiveness of a Problem-solving Intervention for Common Adolescent Mental Health Problems in India,"The Effectiveness of a Low-intensity, Lay Counsellor-delivered, Problem-solving Intervention for Common Mental Health Problems in School-going Adolescents in New Delhi, India: the PRIDE Study Protocol for a Randomized Controlled Trial",Completed,,Not Applicable,250,Actual,Sangath,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,12 months after completion of trial.,"Access to data will be granted to researchers after review of requests by PI and in accordance with the guidelines of sponsors, collaborators and funder of the study.",http://datacompass.lshtm.ac.uk/,Yes,"Anonymised Individual Participant Data along with data dictionaries will be shared with other researchers after 12 months of completion of the trial. Data pertaining to the interventions received and outcomes at primary and secondary end point will be shared upon reasonable requests made to the PI and in accordance with the guidelines of sponsors, collaborators and funder of the study.",2022-06-22 10:02:57,2022-06-22 10:02:57,,,,,,
NCT02347111,,2015-01-20,,,2022-06-23,2015-01-26,2015-01-27,Estimate,,,,,,,2022-06-23,2022-06-27,Estimate,"December 31, 2020",Actual,2020-12-31,June 2022,2022-06-30,"June 30, 2025",Anticipated,2025-06-30,"June 30, 2025",Anticipated,2025-06-30,,Interventional,,,Pharmacogenetic Study of Antiarrhythmic Drugs for Atrial Fibrillation,"A Prospective, Multi-Center, Randomized, Open Label Trial to Determine if a Common Atrial Fibrillation Risk Locus Modulates Differential Response to Antiarrhythmic Drugs",Recruiting,,Phase 4,162,Anticipated,University of Illinois at Chicago,,2,,,FALSE,,,,FALSE,TRUE,FALSE,,,,,,,,,,,2022-06-28 7:13:29,2022-06-28 7:13:29,OTHER,,,,,
NCT04209192,,2019-12-18,,,2020-01-08,2019-12-19,2019-12-24,Actual,,,,,,,2020-01-08,2020-01-10,Actual,"January 1, 2020",Actual,2020-01-01,January 2020,2020-01-31,February 2023,Anticipated,2023-02-28,December 2022,Anticipated,2022-12-31,,Interventional,,,Antimicrobial Prophylaxis in Patients Who Underwent a Transurethral Resection of Bladder (TURB),Randomized Phase II Study of Antibiotic Prophylaxis With Fosfomycin vs Amikacin in Transurethral Resection of Bladder,Recruiting,,Phase 2,75,Anticipated,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,FALSE,,,,,,No,,2022-06-11 19:56:33,2022-06-11 19:56:33,,,,,,
NCT04203186,,2019-12-16,,,2020-05-06,2019-12-16,2019-12-18,Actual,,,,,,,2020-05-06,2020-05-08,Actual,March 2020,Anticipated,2020-03-31,May 2020,2020-05-31,September 2021,Anticipated,2021-09-30,June 2021,Anticipated,2021-06-30,,Interventional,ECG-CHMI,,A Clinical Trial to Evaluate Plasmodium Falciparum 7G8 and NF54 Challenge Strains (PfSPZ) in a Head-to-head Comparative Study - (ECG-CHMI),"A Phase 1 Clinical Trial To Evaluate The Safety and Infectivity Of Direct Venus Inoculation of Aseptic, Purified, Cryopreserved Plasmodium Falciparum 7G8 And NF54 Challenge Strains (PfSPZ) in a Head-To-Head Comparative Study",Withdrawn,,Not Applicable,0,Actual,U.S. Army Medical Research and Development Command,,2,,Funding was lost due to the COVID19 Pandemic,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,2022-06-11 19:59:51,2022-06-11 19:59:51,,,,,,
NCT03624426,,2018-08-07,,,2020-12-29,2018-08-07,2018-08-10,Actual,,,,,,,2020-12-29,2020-12-31,Actual,"September 10, 2018",Actual,2018-09-10,December 2020,2020-12-31,"March 31, 2020",Actual,2020-03-31,"November 30, 2019",Actual,2019-11-30,,Interventional,,,Detection and Prevention of Nerve Injury in Shoulder Arthroplasty Surgery,Detection and Prevention of Perioperative Nerve Injury Using Automated Somatosensory Evoked Potential Monitoring in Shoulder Arthroplasty Surgery,Completed,,Not Applicable,200,Actual,Lawson Health Research Institute,,2,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,,,2022-06-22 10:08:58,2022-06-22 10:08:58,,,,,,
NCT04201028,,2019-12-13,,,2021-03-15,2019-12-13,2019-12-16,Actual,,,,,,,2021-03-15,2021-03-17,Actual,"January 6, 2021",Actual,2021-01-06,March 2021,2021-03-31,"February 25, 2022",Anticipated,2022-02-25,"January 31, 2022",Anticipated,2022-01-31,,Interventional,,,A Remote Delivered Lifestyle Therapeutics Program,A Remote Delivered Lifestyle Therapeutics Program: A Randomized Clinical Trial,Recruiting,,Not Applicable,60,Anticipated,Coastal Carolina University,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,It is not yet known if there will be a plan to make IPD available.,2022-06-11 20:01:22,2022-06-11 20:01:22,,,,,,9989541
NCT05414695,,2022-06-02,,,2022-06-07,2022-06-07,2022-06-10,Estimate,,,,,,,2022-06-07,2022-06-10,Estimate,"March 14, 2022",Actual,2022-03-14,June 2022,2022-06-30,December 2022,Anticipated,2022-12-31,October 2022,Anticipated,2022-10-31,,Interventional,,,Effect of Acupuncture on Craniomandibular Pain of Myofascial Origin.,"Effect of Acupuncture on Craniomandibular Pain of Myofascial Origin. A Randomized, Triple-blind, Placebo-controlled, Crossover Clinical Trial.","Active, not recruiting",,Not Applicable,60,Anticipated,Universidad de la Republica,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,Starting one month after publication and for one year.,IPD and any additional supporting information will be shared to researchers worldwide upon direct request to the Principal Investigator (Marcelo Kreiner).,,Yes,All IPD that underlie results in a publication.,2022-06-10 18:15:25,2022-06-10 18:15:25,,,,,,24482784
NCT05414084,,2022-05-26,,,2022-06-07,2022-06-07,2022-06-10,Estimate,,,,,,,2022-06-07,2022-06-10,Estimate,"May 31, 2022",Anticipated,2022-05-31,June 2022,2022-06-30,April 2023,Anticipated,2023-04-30,April 2023,Anticipated,2023-04-30,,Interventional,OPCT,,Aggregate Metabolic Phenotypes for (Poly)Phenols: Development of an Oral (Poly)Phenol Challenge Test (OPCT),Identification of Aggregate Metabolic Phenotypes for the Main Dietary (Poly)Phenols and Assessment of the Factors Associated With Their Formation: Development of an Oral (Poly)Phenol Challenge Test (OPCT),Not yet recruiting,,Not Applicable,300,Anticipated,University of Parma,,1,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,No,,2022-06-10 18:16:01,2022-06-10 18:16:01,,,,,,
NCT03477422,,2018-03-09,,,2019-08-26,2018-03-23,2018-03-26,Actual,,,,,,,2019-08-26,2019-08-29,Actual,"January 11, 2014",Actual,2014-01-11,August 2019,2019-08-31,"May 8, 2017",Actual,2017-05-08,"May 8, 2017",Actual,2017-05-08,,Interventional,PLEA,,CSE-1034 (Ceftriaxone+ Sulbactam+ EDTA) Compared to Meropenem in Complicated Urinary Tract Infections (cUTIs) Caused by ESBL Producing Gram Negative Bacteria,"Randomized, Double-blind, Double-dummy, Active-controlled, Multi-centre Trial to Compare the Efficacy and Safety of CSE-1034 (Ceftriaxone+ Sulbactam+ EDTA) With Meropenem in Infections Caused by β-Lactamase (ESBL and MBL) Producing Gram-Negative Bacteria",Completed,,Phase 3,230,Actual,Venus Remedies Limited,,2,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,No,,2022-06-22 14:22:03,2022-06-22 14:22:03,INDUSTRY,,,,,31433059
NCT05238415,,2022-02-10,,,2022-06-07,2022-02-11,2022-02-14,Actual,,,,,,,2022-06-07,2022-06-10,Estimate,"December 15, 2021",Actual,2021-12-15,June 2022,2022-06-30,"December 15, 2022",Anticipated,2022-12-15,"December 15, 2022",Anticipated,2022-12-15,,Interventional,ASAP,,ASAP - Assisted Immediate Augmented Post-/Long-COVID Plan,ASAP - Assisted Immediate Augmented Post-/Long-COVID Plan,Recruiting,,Not Applicable,120,Anticipated,Jacobs University Bremen gGmbH,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,Individual participant data (IPD) will not be published. Other researchers are welcome to get in contact with the PI to get access to anonymous data.,2022-06-10 18:21:18,2022-06-10 18:21:18,,,,,,
NCT05216042,,2022-01-12,,,2022-06-07,2022-01-25,2022-01-31,Actual,,,,,,,2022-06-07,2022-06-10,Estimate,"June 1, 2022",Actual,2022-06-01,June 2022,2022-06-30,"December 1, 2028",Anticipated,2028-12-01,"December 1, 2027",Anticipated,2027-12-01,,Interventional,,,GENESIS: Genotype Guided - Natriuretic Peptides - Cardiometabolic Health Study,Atrial Natriuretic Peptide and Regulation of Cardiometabolic Health: A Genotype-Guided Human Physiological Study,Recruiting,,Not Applicable,200,Anticipated,University of Alabama at Birmingham,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,Undecided,,2022-06-10 18:21:42,2022-06-10 18:21:42,,,,,,33958126
NCT04174560,,2019-11-21,,,2021-04-08,2019-11-21,2019-11-22,Actual,,,,,,,2021-04-08,2021-04-09,Actual,"April 15, 2021",Anticipated,2021-04-15,March 2021,2021-03-31,"April 18, 2021",Anticipated,2021-04-18,"April 18, 2021",Anticipated,2021-04-18,,Interventional,,,Phase I Norovirus Challenge Model,Phase I Study to Determine the Optimal Human Challenge Dose for Norovirus GII.4 CIN-3 Batch No.: 01-16C3,Not yet recruiting,,Phase 1,48,Anticipated,National Institute of Allergy and Infectious Diseases (NIAID),,3,,,FALSE,,,,,TRUE,FALSE,,,FALSE,,,,,,,,2022-06-11 20:16:23,2022-06-11 20:16:23,,,,,,
NCT04247542,,2020-01-23,,,2022-06-09,2020-01-29,2020-01-30,Actual,,,,,,,2022-06-09,2022-06-10,Estimate,"March 6, 2020",Actual,2020-03-06,June 2022,2022-06-30,February 2023,Anticipated,2023-02-28,December 2022,Anticipated,2022-12-31,,Interventional,,,ACX-362E [Ibezapolstat] for Oral Treatment of Clostridioides Difficile Infection,ACX-362E [Ibezapolstat] for Oral Treatment of Clostridioides Difficile Infection: A Phase 2A Open-Label Segment Followed by a Phase 2B Double-Blind Vancomycin-Controlled Segment,Recruiting,,Phase 2,74,Anticipated,Acurx Pharmaceuticals Inc.,,2,,,FALSE,,,,FALSE,TRUE,FALSE,,,,,,,,,No,,2022-06-10 18:34:52,2022-06-10 18:34:52,,,,,,35134880
NCT04095923,,2019-09-17,,,2022-06-08,2019-09-17,2019-09-19,Actual,,,,,,,2022-06-08,2022-06-10,Estimate,"December 1, 2019",Actual,2019-12-01,June 2022,2022-06-30,"May 31, 2024",Anticipated,2024-05-31,"January 1, 2024",Anticipated,2024-01-01,,Interventional,CHALLENGE,,A Social Media Game to Increase Physical Activity Among Older Adult Women,A Social Media Game to Increase Physical Activity Among Older Adult Women,Recruiting,,Not Applicable,300,Anticipated,"The University of Texas Medical Branch, Galveston",,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,Data will only be available upon request,"All external investigators must submit a written request identifying their research question(s) and specifying the data they would like to analyze. The request must include a data security plan and explanation of how the data will be stored and who will have access. All requests will be reviewed by the investigators in conjunction with UTMB's Institute for Translational Sciences key resources (in particular, the regulatory and ethics resources) to be sure appropriate NIH requirements are followed.",,Yes,"The investigators will provide access to all data, regardless of publication, collected as a part of this project. All external investigators must submit a written request identifying their research question(s) and specifying the data they would like to analyze. The request must include a data security plan and explanation of how the data will be stored and who will have access. All requests will be reviewed by the investigators in conjunction with UTMB's Institute for Translational Sciences key resources (in particular, the regulatory and ethics resources) to be sure appropriate NIH requirements are followed.",2022-06-10 18:36:16,2022-06-10 18:36:16,,,,,,
NCT04167852,,2019-10-31,,,2021-06-18,2019-11-16,2019-11-19,Actual,,,,,,,2021-06-18,2021-06-23,Actual,"November 21, 2019",Actual,2019-11-21,June 2021,2021-06-30,"June 15, 2021",Actual,2021-06-15,"June 15, 2021",Actual,2021-06-15,,Interventional,,,Mindfulness Meditation and Bariatric Surgery,"A Randomized, Prospective Investigation of a Brief, Daily Mindfulness Intervention for Postoperative Bariatric Patients",Withdrawn,,Not Applicable,0,Actual,Cedars-Sinai Medical Center,,3,,no funding/support,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,2022-06-11 20:19:53,2022-06-11 20:19:53,,,,,,
NCT04167280,,2019-11-13,,,2020-03-25,2019-11-14,2019-11-18,Actual,,,,,,,2020-03-25,2020-03-26,Actual,"November 5, 2019",Actual,2019-11-05,March 2020,2020-03-31,"March 13, 2020",Actual,2020-03-13,"March 13, 2020",Actual,2020-03-13,,Interventional,,,Regular Use Effect of Inhaled Ipratropium Bromide on Airway Responsiveness to Methacholine in Well-controlled Asthma,Regular Use Effect of Inhaled Ipratropium Bromide on Airway Responsiveness to Methacholine in Well-controlled Asthma,Completed,,Phase 4,12,Actual,University of Saskatchewan,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,,,,No,,2022-06-11 20:20:14,2022-06-11 20:20:14,,,,,,
NCT04163679,,2019-11-08,,,2021-10-06,2019-11-13,2019-11-15,Actual,,,,,,,2021-10-06,2021-10-11,Actual,"September 18, 2019",Actual,2019-09-18,October 2021,2021-10-31,"July 30, 2021",Actual,2021-07-30,"July 30, 2021",Actual,2021-07-30,,Interventional,,,Vaginal Preparation and Azithromycin to Reduce Post Cesarean Infections,Combining Vaginal Preparation and Azithromycin in Reduction of Post Cesarean Infections: A Randomized Controlled Trial,Terminated,,Not Applicable,84,Actual,Womack Army Medical Center,,2,,Enrollment issues,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,,2022-06-11 20:22:08,2022-06-11 20:22:08,,,,,,
NCT03384602,,2017-10-16,,,2022-06-09,2017-12-19,2017-12-27,Actual,,,,,,,2022-06-09,2022-06-10,Estimate,"December 14, 2017",Actual,2017-12-14,June 2022,2022-06-30,November 2022,Anticipated,2022-11-30,"November 2, 2021",Actual,2021-11-02,,Interventional,,,MOVE for Your MIND,Prevention of Cognitive Decline and Falls With Dalcroze Eurhythmics and a Simple Home Exercise Strength Program for Seniors With Subjective Cognitive Decline (SCD) - MOVE for Your MIND,"Active, not recruiting",,Not Applicable,195,Actual,University of Zurich,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-10 18:43:26,2022-06-10 18:43:26,,,,,,
NCT03599726,,2018-06-29,,,2020-05-08,2018-07-23,2018-07-26,Actual,,,,,,,2020-05-08,2020-05-11,Actual,"July 30, 2018",Actual,2018-07-30,May 2020,2020-05-31,"July 30, 2019",Actual,2019-07-30,"May 30, 2019",Actual,2019-05-30,,Interventional,,,Improving Walking Automaticity in Parkinson's Disease: Levodopa or Donepezil,Improving Walking Automaticity in Parkinson's Disease: Levodopa or Donepezil,Completed,,Early Phase 1,20,Actual,Oregon Health and Science University,,2,,,FALSE,,,,,TRUE,FALSE,,,FALSE,,,,,,Undecided,,2022-06-22 10:30:33,2022-06-22 10:30:33,,,,,,
NCT03596827,,2018-07-12,,,2019-03-18,2018-07-12,2018-07-24,Actual,,,,,,,2019-03-18,2019-03-20,Actual,"September 26, 2018",Actual,2018-09-26,March 2019,2019-03-31,"February 28, 2019",Actual,2019-02-28,"November 13, 2018",Actual,2018-11-13,,Interventional,MIRRE,,The Protective Immune Response to Attenuated Enterotoxigenic Escherichia Coli Infection,The Protective Immune Response to Attenuated Enterotoxigenic Escherichia Coli Infection in Healthy Human Subjects: A Pilot Study,Completed,,Not Applicable,30,Actual,NIZO Food Research,,5,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-22 10:33:18,2022-06-22 10:33:18,,,,,,25369827
NCT04150939,,2019-11-01,,,2020-04-16,2019-11-01,2019-11-05,Actual,,,,,,,2020-04-16,2020-04-17,Actual,"December 23, 2019",Actual,2019-12-23,April 2020,2020-04-30,"August 31, 2022",Anticipated,2022-08-31,"August 31, 2022",Anticipated,2022-08-31,,Interventional,,,Cryoablation for the Treatment of Metastatic Cancer,Cryoablation Challenge Evaluated in Adaptive-Immune Resistance (CEDAR),Recruiting,,Not Applicable,25,Anticipated,M.D. Anderson Cancer Center,,1,,,FALSE,,,,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,2022-06-11 20:29:28,2022-06-11 20:29:28,,,,,,
NCT03596125,,2018-05-28,,,2020-04-03,2018-07-19,2018-07-23,Actual,,,,,,,2020-04-03,2020-04-06,Actual,"November 5, 2018",Actual,2018-11-05,April 2020,2020-04-30,"September 5, 2022",Anticipated,2022-09-05,"September 5, 2021",Anticipated,2021-09-05,,Interventional,,,Correction of Neonatal Glutathione by N-acetylcysteine in Pregnant Women at Risk of Premature Birth (GSH MAP),Correction of Neonatal Glutathione by N-acetylcysteine in Pregnant Women at Risk of Premature Birth,Recruiting,,Phase 2/Phase 3,92,Anticipated,Nantes University Hospital,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,2022-06-22 10:33:54,2022-06-22 10:33:54,,,,,,
NCT04149431,,2019-10-16,,,2019-10-30,2019-10-30,2019-11-04,Actual,,,,,,,2019-10-30,2019-11-04,Actual,"December 15, 2019",Anticipated,2019-12-15,October 2019,2019-10-31,"May 31, 2022",Anticipated,2022-05-31,"May 31, 2022",Anticipated,2022-05-31,,Interventional,,,"Multicenter Study to Evaluate Efficacy, Tolerability, Safety of Derinat","Multicenter Double Blinded Placebo-controlled Randomized Study to Evaluate Clinical Efficacy, Tolerability, Safety of Medical Product Derinat®, Solution for External and Local Use 0.25% in Acute Infections of Respiratory System in Children",Unknown status,Not yet recruiting,Phase 3,350,Anticipated,"PharmPak, LLC",,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,2022-06-11 20:30:22,2022-06-11 20:30:22,,,,,,
NCT02366403,,2015-01-12,2021-02-25,,2022-05-18,2015-02-11,2015-02-19,Estimate,2021-03-23,2021-04-19,Actual,,,,2022-05-18,2022-06-10,Estimate,"October 14, 2015",Actual,2015-10-14,May 2022,2022-05-31,"March 23, 2020",Actual,2020-03-23,"March 23, 2020",Actual,2020-03-23,,Interventional,,,Breathing Meditation Intervention for Post Traumatic Stress Disorder,Breathing Meditation Intervention for Post-Traumatic Stress Disorder,Completed,,Not Applicable,85,Actual,VA Office of Research and Development,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,05/01/2020,,,Yes,,2022-06-10 18:50:33,2022-06-10 18:50:33,,,,,,35428258
NCT03590808,,2018-07-10,,,2019-09-17,2018-07-10,2018-07-18,Actual,,,,,,,2019-09-17,2019-09-19,Actual,"September 1, 2018",Actual,2018-09-01,September 2019,2019-09-30,"May 30, 2019",Actual,2019-05-30,"December 21, 2018",Actual,2018-12-21,,Interventional,,,Influenza Vaccination in Patients Receiving Immune Checkpoint Inhibitor,Efficacy and Safety of Influenza Vaccine in Cancer Patients Receiving Immune Checkpoint Inhibitor,Completed,,Not Applicable,143,Actual,Seoul National University Hospital,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,,,,No,"We are not planning to share IPDs publically, but de-identified individual participant data for all outcome measures could be shared with other researchers under their request.",2022-06-22 10:38:38,2022-06-22 10:38:38,,,,,,31680143
NCT03590340,,2018-06-12,,,2020-01-03,2018-07-05,2018-07-18,Actual,,,,,,,2020-01-03,2020-01-07,Actual,"July 30, 2018",Actual,2018-07-30,January 2020,2020-01-31,"March 12, 2019",Actual,2019-03-12,"March 12, 2019",Actual,2019-03-12,,Interventional,,,Regimen Optimization Trial of PfSPZ Vaccine in Equatorial Guinea,"Randomized, Double-Blind, Placebo-Controlled, Regimen Optimization Study of a Radiation-Attenuated Plasmodium Falciparum (Pf) Sporozoite Vaccine (PfSPZ Vaccine) in Equatoguinean Adults",Completed,,Phase 1,104,Actual,Sanaria Inc.,,8,,,FALSE,,,,TRUE,TRUE,FALSE,,,,,,,,,No,,2022-06-22 10:39:09,2022-06-22 10:39:09,,,,,,35331251
