,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
275,NCT04335461,,4/3/20,,,8/11/21,4/3/20,4/6/20,Actual,,,,,,,8/11/21,8/12/21,Actual,5-Aug-21,Actual,8/5/21,Aug-21,8/31/21,Jul-22,Anticipated,7/31/22,23-Mar-22,Anticipated,3/23/22,,Interventional,,,Postop Pain Control in Hip Fracture Surgeyr: Fascia Iliaca Compartment Block Versus Fracture Block,Postoperative Pain Control in Extracapsular Hip Fracture Patients: Fascia Iliaca Compartment Block Versus Fracture Block,Recruiting,,Early Phase 1,105,Anticipated,Montefiore Medical Center,,3,,,FALSE,,,,TRUE,TRUE,FALSE,,,FALSE,,,,,,No,,37:49.0,37:49.0
276,NCT05250050,,2/11/22,,,3/16/22,2/11/22,2/22/22,Actual,,,,,,,3/16/22,3/18/22,Actual,25-Mar-22,Anticipated,3/25/22,Mar-22,3/31/22,1-Mar-23,Anticipated,3/1/23,30-Dec-22,Anticipated,12/30/22,,Interventional,,,Susceptibility-Guided Therapy for Helicobacter Pylori Infection Treatment,Clinical Efficacy and Health Economic Evaluation of Susceptibility-Guided Therapy for Helicobacter Pylori Infection Treatment：Multicenter Randomized Controlled Study,Recruiting,,Phase 4,388,Anticipated,Shanghai Zhongshan Hospital,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,Beginning 6 months and ending 5 years after the trial results were published.,"All proposals requesting data access will need to specify how it is planned to use the data, and all proposals will need approval of all investigators before data release.",http://clinicaltrials.gov/,Yes,"Individual participant data that underlie the results reported in this article, after deidentification (text, tables, figures, and appendices) will be available from the principal investigator Hong Gao at gao.hong@zs-hospital.sh.cn, beginning 6 months and ending 5 years after the trial results were published. The study protocol and statistical analysis plan are available online from https://clinicaltrials.gov/. All proposals requesting data access will need to specify how it is planned to use the data, and all proposals will need approval of all investigators before data release.",03:09.4,03:09.4
277,NCT04334512,,4/2/20,,,9/2/21,4/2/20,4/6/20,Actual,,,,,,,9/2/21,9/5/21,Actual,22-Jun-20,Actual,6/22/20,Sep-21,9/30/21,Sep-24,Anticipated,9/30/24,Jun-23,Anticipated,6/30/23,,Interventional,HAZDpaC,,A Study of Quintuple Therapy to Treat COVID-19 Infection,"A Randomized, Double-Blind, Placebo-Controlled Phase IIa Study of Quintuple Therapy to Treat COVID-19 Infection",Recruiting,,Phase 2,600,Anticipated,ProgenaBiome,,2,,,FALSE,,,,TRUE,TRUE,FALSE,,,FALSE,,,,,,No,,38:27.5,38:27.5
278,NCT02702349,,3/3/16,,,3/7/16,3/7/16,3/8/16,Estimate,,,,,,,3/7/16,3/8/16,Estimate,Apr-16,,4/30/16,Feb-16,2/29/16,Feb-17,Anticipated,2/28/17,Feb-17,Anticipated,2/28/17,,Interventional,,,The Frequency of Positive Challenge Test to Penicillin in Children Suspected to Have Allergy to Penicillin,The Frequency of Positive Challenge Test to Penicillin in Children Suspected to Have Allergy to Penicillin,Unknown status,Not yet recruiting,Not Applicable,200,Anticipated,Hillel Yaffe Medical Center,,1,,,FALSE,,,,TRUE,,,,,,,,,,,No,,38:24.8,38:24.8
279,NCT04333914,,4/1/20,,,8/4/21,4/2/20,4/3/20,Actual,,,,,,,8/4/21,8/5/21,Actual,15-Apr-20,Actual,4/15/20,Aug-21,8/31/21,Dec-21,Anticipated,12/31/21,6-Jul-21,Actual,7/6/21,,Interventional,IMMUNONCOVID,,Prospective Study in Patients With Advanced or Metastatic Cancer and SARS-CoV-2 Infection,"A Prospective, Controlled, Randomized, Multicenter Study of the Efficacy of an Autophagy Inhibitor (GNS561), an Anti-NKG2A (Monalizumab) and an Anti-C5aR (Avdoralimab) Compared to the Standard of Care in Patients With Advanced or Metastatic Cancer and SARS-CoV-2 (COVID-19) Infection.","Active, not recruiting",,Phase 2,219,Anticipated,Centre Leon Berard,,4,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,38:52.7,38:52.7
280,NCT04333095,,3/27/20,,,6/8/21,4/1/20,4/3/20,Actual,,,,,,,6/8/21,6/9/21,Actual,6-Feb-20,Actual,2/6/20,Jun-21,6/30/21,Jun-21,Anticipated,6/30/21,Jun-21,Anticipated,6/30/21,,Interventional,,,Sternal Block With Liposomal Bupivacaine vs. Saline Prior to Incision in Cardiac Surgery,Regional Blockade of the Sternum With Liposomal Bupivacaine Prior to Incision Decreases Opioid Use in Patients Undergoing Cardiac Surgery (Sternal Block),Recruiting,,Phase 4,100,Anticipated,Baylor Research Institute,,2,,,FALSE,,,,FALSE,TRUE,FALSE,,,TRUE,,,,,,No,"At this point, we do not plan to shared IPD but will share cumulative results in an abstract and manuscript.",39:13.6,39:13.6
281,NCT04332809,,4/1/20,,,4/1/20,4/1/20,4/3/20,Actual,,,,,,,4/1/20,4/3/20,Actual,1-Jan-19,Actual,1/1/19,Mar-20,3/31/20,30-Apr-20,Anticipated,4/30/20,31-Mar-20,Actual,3/31/20,,Interventional,,,A Randomized Controlled Trial on Wound Irrigation in Open Appendectomy.,A Randomized Controlled Trial on Irrigation of Open Appendectomy Wound With Gentamicin- Saline Solution Versus Saline Solution for Prevention of Surgical Site Infection.,Unknown status,"Active, not recruiting",Not Applicable,208,Anticipated,Mansoura University,,3,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,39:26.8,39:26.8
282,NCT04332055,,3/6/20,,,3/2/21,4/1/20,4/2/20,Actual,,,,,,,3/2/21,3/3/21,Actual,30-Nov-20,Actual,11/30/20,Mar-21,3/31/21,30-Dec-23,Anticipated,12/30/23,30-Nov-21,Anticipated,11/30/21,,Interventional,,,RCT Measuring the Effect of the ERVIN Software,Measuring the Effect of an ePRO-based Clinical Decision Support System in Knee- and Hip Replacement Surgery,Recruiting,,Not Applicable,600,Anticipated,"Northern Orthopaedic Division, Denmark",,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,39:35.8,39:35.8
283,NCT04330495,,3/31/20,,,9/8/21,3/31/20,4/1/20,Actual,,,,,,,9/8/21,9/16/21,Actual,6-Apr-20,Anticipated,4/6/20,Sep-21,9/30/21,27-Aug-21,Actual,8/27/21,6-Nov-20,Anticipated,11/6/20,,Interventional,,,"Randomized, Controlled, Double-blind Clinical Trial Comparing the Efficacy and Safety of Chemoprophylaxis With Hydroxychloroquine in Patients Under Biological Treatment and / or JAK Inhibitors in the Prevention of SARS-CoV-2 Infection","Randomized, Controlled, Double-blind Clinical Trial Comparing the Efficacy and Safety of Chemoprophylaxis With Hydroxychloroquine in Patients Under Biological Treatment and / or JAK Inhibitors in the Prevention of SARS-CoV-2 Infection",Withdrawn,,Phase 4,0,Actual,Instituto de Investigación Marqués de Valdecilla,,2,,"Care pressures on the investigator team during the COVID-19 pandemic.
Subsequent appearance of scientific evidence on the lack of efficacy of hydroxychloroquine in the treatment or prophylaxis of COVID-19 infection.",FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,,40:35.2,40:35.2
284,NCT04329468,,3/27/20,,,7/20/20,3/30/20,4/1/20,Actual,,,,,,,7/20/20,7/21/20,Actual,10-Mar-20,Actual,3/10/20,Mar-20,3/31/20,20-Sep-20,Anticipated,9/20/20,20-Aug-20,Anticipated,8/20/20,,Interventional,,,Detachable String MCE for Upper Gastrointestinal Tract and Small Bowel,Detachable String Magnetically Controlled Capsule Endoscopy for Complete Examination of Upper Gastrointestinal Tract and Small Bowel,Unknown status,Recruiting,Not Applicable,25,Anticipated,Changhai Hospital,,1,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,No,,41:03.9,41:03.9
285,NCT04329052,,3/30/20,,,3/30/20,3/30/20,4/1/20,Actual,,,,,,,3/30/20,4/1/20,Actual,20-Dec-18,Actual,12/20/18,Mar-20,3/31/20,25-Nov-19,Actual,11/25/19,25-Nov-19,Actual,11/25/19,,Interventional,,,Promoting Mental Well-being for Secondary School Students Through an Experiential Learning Activity,Promoting Mental Well-being for Secondary School Students Through an Experiential Learning Activity,Completed,,Not Applicable,254,Actual,The University of Hong Kong,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,41:12.7,41:12.7
286,NCT04328285,,3/25/20,,,7/16/21,3/27/20,3/31/20,Actual,,,,,,,7/16/21,7/22/21,Actual,14-Apr-20,Actual,4/14/20,Jul-21,7/31/21,30-Mar-22,Anticipated,3/30/22,30-Mar-22,Anticipated,3/30/22,,Interventional,COVIDAXIS,,Chemoprophylaxis of SARS-CoV-2 Infection (COVID-19) in Exposed Healthcare Workers,Chemoprophylaxis of SARS-CoV-2 Infection (COVID-19) in Exposed Healthcare Workers : A Randomized Double-blind Placebo-controlled Clinical Trial,"Active, not recruiting",,Phase 3,1200,Anticipated,Centre Hospitalier Universitaire de Saint Etienne,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,41:41.0,41:41.0
287,NCT02700113,,2/24/16,,,1/22/20,3/4/16,3/7/16,Estimate,,,,,,,1/22/20,1/27/20,Actual,Nov-14,,11/30/14,Jan-20,1/31/20,30-Aug-19,Actual,8/30/19,Jun-19,Actual,6/30/19,,Observational,Phenotyping,,Investigating Phenotypic Profiles of Children and Adolescents With ASD,Investigating Phenotypic Profiles of Minimally Verbal Children and Adolescents With ASD/Profiles of Abilities in Children and Adolescents With ASD,Completed,,,72,Actual,Boston University Charles River Campus,,,1,,FALSE,,,,TRUE,,,,,,,,,,,No,,40:06.6,40:06.6
288,NCT02699905,,3/1/16,,,1/11/17,3/1/16,3/7/16,Estimate,,,,,,,1/11/17,1/13/17,Estimate,Aug-16,,8/31/16,Jan-17,1/31/17,Nov-17,Anticipated,11/30/17,Aug-17,Anticipated,8/31/17,,Observational,GPR43Sepsis,,Neutrophil FFA2/GPR43 Receptor Expression in Patients With the Diagnosis of Sepsis,Neutrophil FFA2/GPR43 Receptor Expression in Patients With the Diagnosis of Sepsis,Withdrawn,,,0,Actual,Milton S. Hershey Medical Center,,,2,"data was received from another source, therefore phlebotomy was not necessary",FALSE,,,,TRUE,,,,,,Samples With DNA,10 mL of whole blood drawn at four time intervals during the study. Blood is centrifuged and the Buffy coat separated and flash frozen in liquid nitrogen. Quantitative PCR analysis is then performed to assess the expression of FFA2/GPR43 at different time points in the patient's illness.,,,,Yes,,40:14.9,40:14.9
289,NCT04290832,,2/27/20,,,7/27/20,2/27/20,3/2/20,Actual,,,,,,,7/27/20,7/29/20,Actual,13-Feb-20,Actual,2/13/20,Jul-20,7/31/20,30-Jun-20,Actual,6/30/20,17-Mar-20,Actual,3/17/20,,Interventional,,,Developing and Testing Interventions to Address Conscientious Objection to Abortion Care in Mexico and South Africa,Developing and Testing Interventions to Address Use of Conscientious Objection to Deny Women's Access to Abortion Care in Mexico and South Africa,Terminated,,Not Applicable,317,Actual,Ipas,,2,,The study was stopped prematurely due to the COVID-19 pandemic,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,02:47.5,02:47.5
290,NCT04289987,,2/22/20,,,3/25/20,2/26/20,2/28/20,Actual,,,,,,,3/25/20,3/26/20,Actual,19-Feb-20,Actual,2/19/20,Feb-20,2/29/20,31-Dec-21,Anticipated,12/31/21,19-Aug-21,Anticipated,8/19/21,,Interventional,,,A Study to Evaluate the Efficacy and Safety of Therapeutic Hepatitis B Vaccine,"A Randomized, Double-blinded, Placebo-controlled, Parallel, Multicenter, Phase 2b Study to Evaluate the Efficacy and Safety of CVI-HBV-002 in Patients With Chronic Hepatitis B Taking Tenofovir Disoproxil Fumarate/Tenofovir Disoproxil",Unknown status,Recruiting,Phase 2,153,Anticipated,"CHA Vaccine Institute Co., Ltd.",,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,,,,,,03:35.8,03:35.8
291,NCT04281264,,2/14/20,,,7/6/21,2/19/20,2/24/20,Actual,,,,,,,7/6/21,7/7/21,Actual,9-Feb-19,Actual,2/9/19,Jul-21,7/31/21,30-Jun-21,Actual,6/30/21,30-Jun-21,Actual,6/30/21,,Interventional,,,Strength Training in Hypoxia to Improve Bone and Cardiovascular Health of Elderly,Strength Training in Hypoxia to Improve Bone and Cardiovascular Health of Elderly,Completed,,Not Applicable,120,Actual,University of Extremadura,,6,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,08:05.6,08:05.6
292,NCT04280380,,2/17/20,,,2/20/20,2/20/20,2/21/20,Actual,,,,,,,2/20/20,2/21/20,Actual,1-Mar-20,Anticipated,3/1/20,Feb-20,2/29/20,31-Dec-22,Anticipated,12/31/22,31-Dec-21,Anticipated,12/31/21,,Observational,CMV-ICU,,Cytomegalovirus Infection in Critically Ill Patients and Patients Receiving Anticancer Therapy,"Incidence, Natural History and Outcome of Cytomegalovirus Infection in Critically Ill Patients and Patients Receiving Anticancer Therapy",Not yet recruiting,,,400,Anticipated,Fundación de investigación HM,,,2,,FALSE,,,,FALSE,FALSE,FALSE,,,,Samples With DNA,"All eligible patients will be screened for CMV reactivation or primary infection until day 28 of ICU admission, discharge or death. For all eligible patients, a blood sample will be drawn for CMV serology and PCR testing at ICU admission (day 0) and then once a week for PCR testing (every Monday for logistic reasons) until day 28th of ICU admission, ICU discharge or death.",,,,No,Scientific congress and JCR publications,08:29.5,08:29.5
293,NCT04278976,,2/19/20,,,2/19/20,2/19/20,2/20/20,Actual,,,,,,,2/19/20,2/20/20,Actual,1-Feb-19,Actual,2/1/19,Feb-20,2/29/20,31-Jan-21,Anticipated,1/31/21,31-Jan-21,Anticipated,1/31/21,,Interventional,COBALIDATION,,Effect of a Competence Based Medical Education Programme on Training Quality in Intensive Care Medicine.,Effect of a Competence Based Medical Education Programme on Training Quality in Intensive Care Medicine. COBALIDATION TRIAL.,Unknown status,"Active, not recruiting",Not Applicable,38,Actual,Instituto de Investigacion Sanitaria La Fe,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,09:17.8,09:17.8
294,NCT04278547,,2/18/20,,,12/22/20,2/19/20,2/20/20,Actual,,,,,,,12/22/20,12/23/20,Actual,12-Jun-20,Actual,6/12/20,Dec-20,12/31/20,25-Mar-23,Anticipated,3/25/23,25-Mar-22,Anticipated,3/25/22,,Interventional,ELISPOT-TC,,"Multicenter Clinical Trial to Evaluate the Efficacy of a Preventive Strategy Against CMV Infection in Heart Transplant Patients, Based on the Specific T Cells Response","Phase IV Clinical Trial, Open, Randomized, Controlled and Multicentric, With Two Parallel Groups, to Assess the Efficacy of a Preventive Strategy Against Cytomegalovirus Infection in Heart Transplant Patients, Based on the Specific Basal T Cell Response Against Cytomegalovirus: ELISPOT-TC",Recruiting,,Phase 4,188,Anticipated,Hospital Universitari de Bellvitge,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,,,09:37.6,09:37.6
295,NCT04732000,,1/26/21,,,5/5/22,1/26/21,2/1/21,Actual,,,,,,,5/5/22,5/6/22,Actual,1-Jul-21,Actual,7/1/21,May-22,5/31/22,Apr-23,Anticipated,4/30/23,Oct-22,Anticipated,10/31/22,,Interventional,,,Oxidative Stress and Surgical Recovery,Oxidative Stress and Surgical Recovery,Enrolling by invitation,,Phase 2,20,Anticipated,Stanford University,,2,,,FALSE,,,,,TRUE,FALSE,,,TRUE,,,,,,No,,33:46.6,33:46.6
296,NCT04728711,,1/25/21,,,5/5/22,1/25/21,1/28/21,Actual,,,,,,,5/5/22,5/6/22,Actual,9-Jan-21,Actual,1/9/21,Jan-22,1/31/22,18-Jan-22,Actual,1/18/22,18-Jan-22,Actual,1/18/22,,Interventional,,,"A Double Masked, Placebo Controlled, Single Center, Randomized Clinical Trial to Assess the Safety and Efficacy of Subjects With Mild Asthma Induced by the Bronchial Allergen Challenge (BAC)","A Double Masked, Placebo Controlled, Single Center, Randomized Clinical Trial to Assess the Safety and Efficacy of ADX-629 in Subjects With Mild Asthma Induced by the Bronchial Allergen Challenge (BAC)",Completed,,Phase 2,8,Actual,"Aldeyra Therapeutics, Inc.",,2,,,FALSE,,,,FALSE,TRUE,FALSE,,,TRUE,,,,,,No,,33:48.6,33:48.6
297,NCT04276688,,2/11/20,,,4/13/20,2/17/20,2/19/20,Actual,,,,,,,4/13/20,4/15/20,Actual,10-Feb-20,Actual,2/10/20,Apr-20,4/30/20,31-Mar-20,Actual,3/31/20,30-Mar-20,Actual,3/30/20,,Interventional,,,"Lopinavir/ Ritonavir, Ribavirin and IFN-beta Combination for nCoV Treatment","An Open-label Randomized Controlled Trial on Lopinavir/ Ritonavir, Ribavirin and Interferon Beta 1b Combination Versus Lopinavir/ Ritonavir Alone, as Treatment for 2019 Novel Coronavirus Infection",Completed,,Phase 2,127,Actual,The University of Hong Kong,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,10:28.3,10:28.3
298,NCT04643925,,11/4/20,,,5/5/22,11/20/20,11/25/20,Actual,,,,,,,5/5/22,5/6/22,Actual,27-Dec-20,Actual,12/27/20,May-22,5/31/22,31-Dec-22,Anticipated,12/31/22,31-Dec-22,Anticipated,12/31/22,,Interventional,,,hCG Priming in Women With Low Ovarian Reserve,Eight Weeks of Androgen Priming by hCG Before IVF/ICSI in Women With Low Ovarian Reserve,"Active, not recruiting",,Phase 4,20,Actual,"Rigshospitalet, Denmark",,1,,,FALSE,,,,TRUE,FALSE,FALSE,,,FALSE,,,,,,Yes,"On request, the study protocol and unidentifiable individual study data collected during the trial, including stored biobank samples, can be shared with research groups with relevant aims and a methodologically sound proposal. Approvals by necessary ethic committees and the Danish Data Protection Agency will be needed before sharing of data. All costs for data sharing will be covered by the party requesting the data. Data cannot be shared with groups working on research projects with the same aims, secondary aims or purposes. Furthermore, no data can be shared until 3 months after publication of first papers on the primary and secondary outcomes in this study. Biobank samples cannot be shared with research groups outside Denmark. Proposals of data sharing should be directed to anja.bisgaard.pinborg@regionh.dk. To gain access, data requestors will need to sign a data sharing agreement.",34:21.8,34:21.8
299,NCT03569033,,6/14/18,10/28/19,,11/25/19,6/14/18,6/26/18,Actual,11/25/19,12/10/19,Actual,,,,11/25/19,12/10/19,Actual,4-Jul-18,Actual,7/4/18,Nov-19,11/30/19,19-Nov-18,Actual,11/19/18,31-Oct-18,Actual,10/31/18,,Interventional,,,Study of Gefapixant (MK-7264) in Acute Cough for Participants With Induced Viral Upper Respiratory Tract Infection (URTI) (MK-7264-013),"A Phase 2a, Randomized, Placebo-Controlled Clinical Trial to Evaluate the Efficacy, Safety and Tolerability of MK-7264 on Acute Cough in Participants With Induced Viral Upper Respiratory Tract Infection",Terminated,,Phase 2,46,Actual,Merck Sharp & Dohme LLC,,2,,"The data did not support study endpoints for acute cough, based on an interim efficacy analysis; not due to safety concerns.",FALSE,,,,FALSE,TRUE,FALSE,,,TRUE,,,,,http://engagezone.msd.com/ds_documentation.php,Yes,http://engagezone.msd.com/doc/ProcedureAccessClinicalTrialData.pdf,52:13.2,52:13.2
300,NCT03835377,,1/11/19,,,2/18/19,2/7/19,2/8/19,Actual,,,,,,,2/18/19,2/19/19,Actual,6-Jan-10,Actual,1/6/10,Feb-19,2/28/19,15-Aug-10,Actual,8/15/10,25-Jun-10,Actual,6/25/10,,Interventional,,,Iron-Biofortified Beans Intervention in Mexico,A Randomized Feeding Trial of Iron-Biofortified Beans in School Children in Mexico,Completed,,Not Applicable,574,Actual,Cornell University,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,56:48.9,56:48.9
301,NCT03796936,,1/3/19,,,1/24/19,1/7/19,1/8/19,Actual,,,,,,,1/24/19,1/25/19,Actual,11-Jan-19,Actual,1/11/19,Jan-19,1/31/19,Dec-20,Anticipated,12/31/20,Dec-20,Anticipated,12/31/20,,Interventional,3MDR,,3MDR to Treat PTSD With mTBI (3MDR),"Clinical Trial of 3MDR to Treat PTSD With mTBI, With and Without Eye Movement (3MDR)",Unknown status,Recruiting,Phase 2,20,Anticipated,Walter Reed National Military Medical Center,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,"Data will be made available after the completion of the study and destruction of links to personal identifying information, and then will be available indefinitely.",,https://fitbir.nih.gov/,Yes,De-identified data will be made available via the Federal Interagency TBI Registry (FITBIR) after the study has been completed and all links to personal identifying information have been destroyed.,20:31.6,20:31.6
302,NCT04512560,,3/31/20,,,5/5/22,8/12/20,8/13/20,Actual,,,,,,,5/5/22,5/6/22,Actual,1-Feb-21,Actual,2/1/21,May-22,5/31/22,30-Jun-23,Anticipated,6/30/23,30-Jun-23,Anticipated,6/30/23,,Interventional,,,Structured Remote Surgical Coaching to Improve Operative Performance in Laparoscopic Cholecystectomy,Structured Remote Surgical Coaching to Improve Operative Performance in Laparoscopic Cholecystectomy: A Multicenter Randomized Control Trial,Recruiting,,Not Applicable,24,Anticipated,Queen's University,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,35:16.6,35:16.6
303,NCT04502030,,8/4/20,,,5/5/22,8/4/20,8/6/20,Actual,,,,,,,5/5/22,5/6/22,Actual,5-Oct-20,Actual,10/5/20,May-22,5/31/22,Dec-26,Anticipated,12/31/26,Dec-26,Anticipated,12/31/26,,Interventional,,,"Double-blind, Randomized, Placebo-controlled, Prospective Phase III Study Evaluating Efficacy and Safety of Panzyga in Primary Infection Prophylaxis in Patients With Chronic Lymphocytic Leukemia (""PRO-SID"" Study)","Double-blind, Randomized, Placebo-controlled, Prospective Phase III Study Evaluating Efficacy and Safety of Panzyga in Primary Infection Prophylaxis in Patients With Chronic Lymphocytic Leukemia (""PRO-SID"" Study)",Recruiting,,Phase 3,240,Anticipated,Octapharma,,2,,,FALSE,,,,,TRUE,FALSE,,,FALSE,,,,,,No,,35:21.3,35:21.3
